year,month,district,community,record_type,elevation_zone,highland,u5_population,rainfall_mm,temperature_min_c,temperature_max_c,temperature_mean_c,frost_days,spi_drought_index,snow_access_risk,diarrhoea_rate_per1000,diarrhoea_cases_u5,ari_rate_per1000,ari_cases_u5,sam_rate_per1000,sam_cases_u5,safe_water_pct,improved_sanit_pct,stunting_pct_dhs,wasting_pct_dhs,mean_altitude_m,urban_pct,risk_score,risk_level
2022,6,Mohale's Hoek,Phamong,community,lowland,FALSE,1967,20.3,2,12,7,9,2.39,0,117.4,221,948.7,1797,31.5,65,95,59.5,20.2,0.9,1713,30.2,41.9,Low
2022,6,Mohale's Hoek,Tosing,community,lowland,FALSE,2629,19.6,3,13,8,9,0.09,0,60.5,167,1440.9,3837,17.1,46,82.3,40.5,20.2,0.9,1713,30.2,36.3,Low
2022,6,Mohale's Hoek,Ha Ntsie,community,lowland,FALSE,2425,21.5,2.4,12.4,7.4,7,2.38,0,131.9,334,1153.2,2765,26.6,52,81.9,34.7,20.2,0.9,1713,30.2,44.9,Low
2022,6,Mohale's Hoek,Ha Ramarothole,community,lowland,FALSE,1810,21.1,2.2,12.2,7.2,10,2.16,0,78.5,135,1233.3,2218,24.5,33,82.8,53,20.2,0.9,1713,30.2,38.5,Low
2022,6,Mokhotlong,Mokhotlong Town,community,highland,TRUE,2314,23.9,-5.5,4.5,-0.5,19,-0.12,1,88.3,192,1064.7,2496,25,52,82.7,61.3,16.9,1.6,2348,16.8,43.6,Low
2022,6,Mokhotlong,Sanquebethu,community,highland,TRUE,1958,30.5,-4.5,5.5,0.5,19,2.11,1,129,284,2216,4320,22,42,80.7,42.6,16.9,1.6,2348,16.8,49.3,Medium
2022,6,Mokhotlong,Mapholaneng,community,highland,TRUE,2085,25.5,-5.9,4.1,-0.9,21,0.98,1,100.5,195,1630.9,3371,24.2,55,84,46.1,16.9,1.6,2348,16.8,45.2,Medium
2022,6,Mokhotlong,Sani Top,community,highland,TRUE,2011,26.6,-4.2,5.8,0.8,19,1.77,1,116.9,233,1285.6,2634,18,41,81.4,45.2,16.9,1.6,2348,16.8,47.2,Medium
2022,6,Mokhotlong,Tlhanyaku,community,highland,TRUE,2041,27.6,-3.8,6.2,1.2,20,0.18,1,114.4,239,1214,2568,27.7,57,85.3,54,16.9,1.6,2348,16.8,46.6,Medium
2022,6,Mokhotlong,Linakaneng,community,highland,TRUE,2015,23.5,-4.5,5.5,0.5,22,3.12,1,106.2,222,2287.5,4644,23.4,44,81,52.1,16.9,1.6,2348,16.8,45.6,Medium
2022,6,Mokhotlong,Seforong,community,highland,TRUE,1828,28.3,-3.5,6.5,1.5,23,0.82,1,104.9,184,2083.1,3782,28.9,35,87,54.5,16.9,1.6,2348,16.8,45.4,Medium
2022,6,Mokhotlong,Malingoaneng,community,highland,TRUE,2117,28.9,-2.8,7.2,2.2,21,0.92,1,84.5,204,1506.5,3105,35.7,80,69,57.5,16.9,1.6,2348,16.8,44.6,Low
2022,6,Mokhotlong,Molikaliko,community,highland,TRUE,1929,30.8,-4.4,5.6,0.6,23,2.01,1,132.6,272,1198.6,2370,27.1,51,70.8,43.3,16.9,1.6,2348,16.8,50.6,Medium
2022,6,Qacha's Nek,Qacha's Nek Town,community,highland,TRUE,2126,28.1,-2.2,7.8,2.8,18,0.87,1,198.1,407,1117,2402,32.8,71,91.4,61.9,20.7,0,1976,28.7,55.6,Medium
2022,6,Qacha's Nek,Sehlabathebe,community,highland,TRUE,2234,27.7,-1.7,8.3,3.3,15,0.78,1,175.1,410,1152.5,2618,28.8,60,87.2,41.6,20.7,0,1976,28.7,53.2,Medium
2022,6,Qacha's Nek,Letšeng,community,highland,TRUE,2213,26.6,-1.7,8.3,3.3,18,-0.12,1,80.7,174,1524.4,3320,21.2,49,77.5,45.2,20.7,0,1976,28.7,42.9,Low
2022,6,Qacha's Nek,Thaba-Tseka,community,highland,TRUE,2192,26.5,-2,8,3,18,-0.36,1,198.3,436,1089.7,2349,29.7,55,74.8,57.7,20.7,0,1976,28.7,56.9,Medium
2022,6,Qacha's Nek,Ha Sekake,community,highland,TRUE,2332,24.9,-3,7,2,14,-0.49,1,181.6,435,1303.2,3029,24.1,48,82.8,62.4,20.7,0,1976,28.7,54.2,Medium
2022,6,Qacha's Nek,Qalo,community,highland,TRUE,2413,25.8,-1.5,8.5,3.5,15,-0.53,1,141.1,350,1272.9,3102,28.7,61,86.8,39.9,20.7,0,1976,28.7,49,Medium
2022,6,Qacha's Nek,Tsoelike,community,highland,TRUE,2224,25.8,-2.3,7.7,2.7,14,4.08,1,164.4,350,1117.7,2547,17.2,34,75.4,67.5,20.7,0,1976,28.7,52.9,Medium
2022,6,Qacha's Nek,Mphaki,community,highland,TRUE,2449,23,-2.3,7.7,2.7,18,0.22,1,112.6,286,1090.3,2647,28.9,76,73.3,45.7,20.7,0,1976,28.7,46.6,Medium
2022,6,Quthing,Quthing Town,community,lowland,FALSE,2201,13.8,0.1,10.1,5.1,14,0.51,0,80.5,160,948.1,2124,36.3,70,86,65.3,20.1,0.9,1743,30.6,37.5,Low
2022,6,Quthing,Moyeni,community,lowland,FALSE,1878,15.1,0,10,5,11,0.52,0,55.4,103,1236.5,2305,29.8,50,90.3,38.6,20.1,0.9,1743,30.6,34.3,Low
2022,6,Quthing,Mount Moorosi,community,lowland,FALSE,2000,17.9,-0.5,9.5,4.5,13,0.92,0,75.7,163,1390,2797,34.9,81,100,58,20.1,0.9,1743,30.6,36.2,Low
2022,6,Quthing,Mphaki,community,lowland,FALSE,1954,16.4,1.3,11.3,6.3,12,10.85,0,69.5,132,1229.8,2382,30.1,59,100,50,20.1,0.9,1743,30.6,35.3,Low
2022,6,Quthing,Tele Bridge,community,lowland,FALSE,1945,15.7,0,10,5,11,-0.47,0,104.4,190,1357.1,2642,30.4,53,100,70.9,20.1,0.9,1743,30.6,39.3,Low
2022,6,Quthing,Ha Sempe,community,lowland,FALSE,2296,17.6,-1.3,8.7,3.7,14,0.3,0,87.1,200,1120.8,2521,34.6,88,93.9,56,20.1,0.9,1743,30.6,38.1,Low
2022,6,Quthing,Masitise,community,lowland,FALSE,1877,17,-1.4,8.6,3.6,13,0.37,0,55,116,1132.2,2136,33.8,58,100,56.8,20.1,0.9,1743,30.6,33.7,Low
2022,6,Quthing,Likiling,community,lowland,FALSE,1980,17,-0.8,9.2,4.2,11,0.6,0,104,204,1224.4,2382,29.6,51,96.8,52.5,20.1,0.9,1743,30.6,39.7,Low
2022,6,Quthing,Chonkong,community,lowland,FALSE,2055,14.2,-1.5,8.5,3.5,13,-0.83,0,63.6,117,1102.3,2308,26.3,57,85.3,51.6,20.1,0.9,1743,30.6,35.6,Low
2022,6,Quthing,Ha Makebe,community,lowland,FALSE,1932,16,-0.9,9.1,4.1,12,-0.38,0,69.6,147,1020.3,1967,21.2,41,85,49.4,20.1,0.9,1743,30.6,36.6,Low
2022,6,Thaba-Tseka,Thaba-Tseka Town,community,highland,TRUE,2473,13,-3.7,6.3,1.3,23,-1.45,1,54.9,139,988.8,2459,24.1,71,76.5,54.1,18.8,1.2,2246,12.8,38.5,Low
2022,6,Thaba-Tseka,Katse,community,highland,TRUE,2309,10.7,-2.7,7.3,2.3,24,0.31,1,47.2,114,1258.4,2849,28.3,68,70.3,42,18.8,1.2,2246,12.8,37.7,Low
2022,6,Thaba-Tseka,Semongkong,community,highland,TRUE,2499,13.3,-3,7,2,26,-0.74,1,56.9,155,1223.8,3098,29.4,74,53.3,43.5,18.8,1.2,2246,12.8,40.8,Low
2022,6,Thaba-Tseka,Mahobong,community,highland,TRUE,2367,12.7,-2.7,7.3,2.3,27,-1.18,1,62.4,137,835.3,1978,22.3,60,66.4,51.2,18.8,1.2,2246,12.8,40.1,Low
2022,6,Thaba-Tseka,Mapoteng,community,highland,TRUE,2265,13.2,-4,6,1,27,-1.11,1,97.9,228,976.8,2199,34.7,79,67.1,55.7,18.8,1.2,2246,12.8,44.5,Low
2022,6,Thaba-Tseka,Likalaneng,community,highland,TRUE,2545,14.6,-5.4,4.6,-0.4,26,-0.68,1,57.4,137,1237.4,3187,25.6,72,62.2,58.3,18.8,1.2,2246,12.8,40.6,Low
2022,6,Thaba-Tseka,Mokhele,community,highland,TRUE,2506,12.4,-3.7,6.3,1.3,24,-1,1,83.7,205,1147.2,2830,36,78,69.5,45,18.8,1.2,2246,12.8,42.4,Low
2022,6,Thaba-Tseka,Linakaneng,community,highland,TRUE,2572,15.8,-2.4,7.6,2.6,27,-0.7,1,59.6,121,1038.2,2726,21.2,51,77.3,48.6,18.8,1.2,2246,12.8,39.2,Low
2022,6,Thaba-Tseka,Nkau,community,highland,TRUE,2689,12.7,-2.7,7.3,2.3,25,-0.36,1,50.3,124,1108.3,3013,30.7,70,60.5,56,18.8,1.2,2246,12.8,39.2,Low
2022,6,Thaba-Tseka,Ha Lejone,community,highland,TRUE,2441,16.1,-2.9,7.1,2.1,25,-0.67,1,48.2,134,1156.6,2772,37.7,87,54.1,55,18.8,1.2,2246,12.8,40,Low
2022,6,Thaba-Tseka,Semonkong,community,highland,TRUE,2393,14.1,-3.2,6.8,1.8,27,-1.48,1,73.6,163,1171.2,2869,24.5,71,65.3,41.5,18.8,1.2,2246,12.8,41.8,Low
2022,6,Thaba-Tseka,Ha Mofoka,community,highland,TRUE,2460,13.6,-3.2,6.8,1.8,24,-0.11,1,53.3,134,1420.1,3484,29.8,75,89.7,50.4,18.8,1.2,2246,12.8,37.1,Low
2022,7,Berea,Teyateyaneng,community,foothill,FALSE,2214,12.9,3.6,13.6,8.6,14,0.72,0,114.3,257,2088.7,4704,30,75,89.9,60.3,16.9,0.7,1707,38.6,41,Low
2022,7,Berea,Roma,community,foothill,FALSE,2219,13.7,4.8,14.8,9.8,15,0.73,0,82,199,1486.1,3269,24.5,52,85.6,61.4,16.9,0.7,1707,38.6,37.7,Low
2022,7,Berea,Mapoteng,community,foothill,FALSE,2659,15.7,2.7,12.7,7.7,15,2.64,0,112.6,294,1779.5,4777,38.3,117,82.1,64.2,16.9,0.7,1707,38.6,41.8,Low
2022,7,Berea,Kolonyama,community,foothill,FALSE,2059,14.4,4.3,14.3,9.3,17,1.62,0,105.8,191,1297.8,2617,17.6,28,81.3,75.9,16.9,0.7,1707,38.6,40.9,Low
2022,7,Berea,Ha Thetsane,community,foothill,FALSE,2397,11.6,3.5,13.5,8.5,16,0.14,0,100.8,240,1107.5,2626,23.1,57,94.3,77.4,16.9,0.7,1707,38.6,38.8,Low
2022,7,Berea,Peka,community,foothill,FALSE,2320,15.4,4.4,14.4,9.4,15,1.92,0,125.3,309,1483.7,3471,44.8,109,62.1,74.9,16.9,0.7,1707,38.6,45.1,Medium
2022,7,Berea,Kolo,community,foothill,FALSE,2308,13.9,3.7,13.7,8.7,14,0.35,0,123,306,1978.7,4583,33,69,71.4,66.4,16.9,0.7,1707,38.6,43.8,Low
2022,7,Berea,Morija,community,foothill,FALSE,2324,12.5,4.1,14.1,9.1,16,0.75,0,141.4,328,1130.2,2548,32.9,66,71.3,72.5,16.9,0.7,1707,38.6,45.8,Medium
2022,7,Berea,Makhoakhoeng,community,foothill,FALSE,2195,13.7,4.8,14.8,9.8,13,0.15,0,89.7,193,1315.9,2967,31,58,89.8,69,16.9,0.7,1707,38.6,38.2,Low
2022,7,Berea,Nkau,community,foothill,FALSE,1779,13.5,1.7,11.7,6.7,15,0.87,0,184.7,301,2071,3628,35.9,80,96.9,75.5,16.9,0.7,1707,38.6,48.6,Medium
2022,7,Berea,Ha Lejone,community,foothill,FALSE,2242,11.3,3.5,13.5,8.5,16,0.44,0,156.4,371,1571.8,3623,46.7,128,99.2,65.4,16.9,0.7,1707,38.6,44.8,Low
2022,7,Berea,Thaba Bosiu,community,foothill,FALSE,2481,12,3.4,13.4,8.4,16,3.93,0,127.7,332,1486.3,3723,32.8,82,97.2,61.2,16.9,0.7,1707,38.6,41.8,Low
2022,7,Butha-Buthe,Butha-Buthe Town,community,highland,TRUE,2138,9.6,-3.2,6.8,1.8,29,-1.28,1,160.5,327,2208.2,4752,12.8,32,100,69.4,13.6,0.8,1821,29.8,48.2,Medium
2022,7,Butha-Buthe,Motete,community,highland,TRUE,2110,11.4,-4.2,5.8,0.8,30,2.93,1,180.1,370,2553.1,5298,12.8,21,75.2,69.7,13.6,0.8,1821,29.8,53.1,Medium
2022,7,Butha-Buthe,Hololo,community,highland,TRUE,2056,9.2,-3.7,6.3,1.3,30,-0.94,1,163.4,327,2687.7,5594,14.9,37,71.2,69.5,13.6,0.8,1821,29.8,51.1,Medium
2022,7,Butha-Buthe,Khabo,community,highland,TRUE,2520,9.6,-2.4,7.6,2.6,31,-1.06,1,188.4,461,2998.4,7650,15.4,45,87.5,73.2,13.6,0.8,1821,29.8,52.4,Medium
2022,7,Butha-Buthe,Ha Nqosa,community,highland,TRUE,2239,8.3,-3.5,6.5,1.5,31,-0.34,1,174,378,2897.2,6508,11.2,21,87.4,82.6,13.6,0.8,1821,29.8,50.8,Medium
2022,7,Butha-Buthe,Fobane,community,highland,TRUE,1933,11.3,-3.2,6.8,1.8,33,-0.41,1,220.4,428,2921.2,5532,16,36,87.6,76.5,13.6,0.8,1821,29.8,56.5,Medium
2022,7,Butha-Buthe,Ntsekhe,community,highland,TRUE,1789,9.7,-3.2,6.8,1.8,33,1.21,1,151.6,253,2313.2,4112,15.4,23,68,71.3,13.6,0.8,1821,29.8,50,Medium
2022,7,Butha-Buthe,Bethlehem,community,highland,TRUE,2194,9.3,-2.8,7.2,2.2,29,-0.64,1,123.2,282,1814.7,3932,14.4,28,75.7,75.9,13.6,0.8,1821,29.8,45.9,Medium
2022,7,Butha-Buthe,Ha Makebe,community,highland,TRUE,2399,8.3,-2.4,7.6,2.6,29,-1.03,1,273.1,680,2282.2,5458,15.7,39,82.1,73.2,13.6,0.8,1821,29.8,62.6,Medium
2022,7,Butha-Buthe,Mafika-Lisiu,community,highland,TRUE,2124,9.3,-3.2,6.8,1.8,33,-0.5,1,144.5,301,2896,6139,15.6,32,87.5,78.6,13.6,0.8,1821,29.8,47.4,Medium
2022,7,Leribe,Hlotse,community,foothill,FALSE,2500,9,0,10,5,16,-0.64,0,105.6,262,2822.4,7111,19.6,40,76.4,55.9,11.5,0.7,1725,38,40.6,Low
2022,7,Leribe,Maputsoe,community,foothill,FALSE,2952,9.5,-1.1,8.9,3.9,17,-0.05,0,99.3,285,2180.3,6478,22.2,57,87.9,72.5,11.5,0.7,1725,38,38.9,Low
2022,7,Leribe,Tsikoane,community,foothill,FALSE,3111,7.1,1.7,11.7,6.7,13,-0.92,0,172,525,1449.6,4461,16,47,93.6,66.6,11.5,0.7,1725,38,46.6,Medium
2022,7,Leribe,Makhunoane,community,foothill,FALSE,2903,9,-0.6,9.4,4.4,13,0.77,0,117.9,358,1840.7,5363,9.4,33,69,64.7,11.5,0.7,1725,38,42.8,Low
2022,7,Leribe,Likila,community,foothill,FALSE,3155,9.5,0,10,5,14,0.12,0,122.4,391,1989,6364,8.2,23,82.5,60,11.5,0.7,1725,38,42.1,Low
2022,7,Leribe,Pitseng,community,foothill,FALSE,3198,9,1.4,11.4,6.4,17,0.99,0,78.2,228,1923.5,6219,21.1,72,90.9,67,11.5,0.7,1725,38,36.1,Low
2022,7,Leribe,Khabo,community,foothill,FALSE,2848,8,-0.6,9.4,4.4,14,-0.68,0,96,280,1826.1,5158,24.4,58,75.4,61.3,11.5,0.7,1725,38,39.5,Low
2022,7,Leribe,Ngoajane,community,foothill,FALSE,3101,8.9,-1.9,8.1,3.1,16,0.75,0,145.1,424,1104.5,3450,18.3,57,100,71.1,11.5,0.7,1725,38,43.1,Low
2022,7,Leribe,Ha Lejone,community,foothill,FALSE,2952,8.6,-0.2,9.8,4.8,14,-0.58,0,108.6,310,1881.6,5696,17.1,42,96,70,11.5,0.7,1725,38,39.2,Low
2022,7,Leribe,Mahobong,community,foothill,FALSE,2901,8.8,-1.1,8.9,3.9,16,-0.39,0,134.4,390,1743.1,5051,20.8,44,90.3,57.7,11.5,0.7,1725,38,42.7,Low
2022,7,Leribe,Mokhele,community,foothill,FALSE,3046,8.5,-0.5,9.5,4.5,17,0.43,0,132.5,410,1398.5,4298,12.6,29,78.4,66.9,11.5,0.7,1725,38,43.5,Low
2022,7,Leribe,Phafane,community,foothill,FALSE,3006,8.6,0.1,10.1,5.1,13,-0.86,0,124.4,393,2183.4,6449,18.7,55,88.1,64.8,11.5,0.7,1725,38,41.7,Low
2022,7,Leribe,Thaba-Phatsoa,community,foothill,FALSE,2971,7.8,-0.5,9.5,4.5,13,-0.55,0,130.1,386,2044,6113,20.3,62,81.1,73.5,11.5,0.7,1725,38,42.9,Low
2022,7,Leribe,Ha Mofoka,community,foothill,FALSE,3219,8.8,1.5,11.5,6.5,14,-0.81,0,167.5,568,1869.1,6034,14.7,53,87.7,67,11.5,0.7,1725,38,46.8,Medium
2022,7,Mafeteng,Mafeteng Town,community,lowland,FALSE,2231,6.1,0.5,10.5,5.5,24,-0.67,0,130.7,305,1612.7,3598,27.3,69,76.4,47.4,14.5,0.5,1663,29.3,43.2,Low
2022,7,Mafeteng,Mpharane,community,lowland,FALSE,2639,7.8,-1.7,8.3,3.3,20,-0.09,0,157.5,412,1736.4,4636,33.1,83,58,52.6,14.5,0.5,1663,29.3,48.2,Medium
2022,7,Mafeteng,Kolo,community,lowland,FALSE,2031,6.5,-0.4,9.6,4.6,24,-1.38,0,161.8,342,1882.9,3819,28.3,57,84.1,59.3,14.5,0.5,1663,29.3,46.2,Medium
2022,7,Mafeteng,Tosing,community,lowland,FALSE,2544,7.6,0.6,10.6,5.6,24,-0.45,0,126,316,1616,4096,19.7,55,65.9,63.1,14.5,0.5,1663,29.3,43.8,Low
2022,7,Mafeteng,Ha Sofonia,community,lowland,FALSE,2157,7.2,0.2,10.2,5.2,21,0.3,0,183.9,393,2027.3,4409,23.7,40,75.3,58.6,14.5,0.5,1663,29.3,49.6,Medium
2022,7,Mafeteng,Ha Ratau,community,lowland,FALSE,2250,7.5,0.1,10.1,5.1,23,-0.82,0,136.7,310,1334,3116,16,47,78.4,52.7,14.5,0.5,1663,29.3,43.9,Low
2022,7,Mafeteng,Matelile,community,lowland,FALSE,2706,6.9,0.7,10.7,5.7,20,-0.41,0,125.8,338,2050.9,5535,39.7,107,90.1,48.1,14.5,0.5,1663,29.3,41.5,Low
2022,7,Mafeteng,Likhoele,community,lowland,FALSE,2220,7.3,-0.2,9.8,4.8,23,-1.11,0,138.1,313,1825.6,4038,24.7,53,87.7,48.2,14.5,0.5,1663,29.3,43.2,Low
2022,7,Mafeteng,Thabana-Morena,community,lowland,FALSE,2135,8.2,-0.1,9.9,4.9,24,-0.11,0,142.5,339,906.9,1886,28.9,72,81.3,51.9,14.5,0.5,1663,29.3,44.4,Low
2022,7,Mafeteng,Masite,community,lowland,FALSE,2529,7.9,0.4,10.4,5.4,21,0.18,0,113.9,286,2043,5169,22.5,66,82.9,56.7,14.5,0.5,1663,29.3,40.9,Low
2022,7,Mafeteng,Ha Polaki,community,lowland,FALSE,2086,7.9,-0.1,9.9,4.9,20,-1.27,0,129,272,1731.5,3668,24.6,43,73.9,74.8,14.5,0.5,1663,29.3,43.5,Low
2022,7,Maseru,Maseru CBD,community,lowland,FALSE,3394,9.1,-3.4,6.6,1.6,19,-0.51,0,192.4,644,3144.2,10804,20.8,71,87.6,60.7,9.7,1,1641,61.3,49.8,Medium
2022,7,Maseru,Khubetsoana,community,lowland,FALSE,3032,9.2,-3.3,6.7,1.7,18,0.89,0,149,470,3719.9,11431,16.7,56,86.2,81,9.7,1,1641,61.3,44.9,Low
2022,7,Maseru,Mafeteng,community,lowland,FALSE,3067,9.5,-2.7,7.3,2.3,18,-0.74,0,195,597,2715,8294,19.4,46,94.6,87.7,9.7,1,1641,61.3,49.5,Medium
2022,7,Maseru,Nazareth,community,lowland,FALSE,3594,7.8,-3,7,2,19,-0.45,0,174.2,593,3217.1,11584,11.9,40,100,80.7,9.7,1,1641,61.3,46.4,Medium
2022,7,Maseru,Ha Foso,community,lowland,FALSE,3099,10.7,-2.2,7.8,2.8,17,0,0,190.8,617,2707.5,8525,18.1,58,91.5,92.9,9.7,1,1641,61.3,49.5,Medium
2022,7,Maseru,Qoaling,community,lowland,FALSE,3571,8.8,-2.9,7.1,2.1,16,-0.07,0,143.4,503,3043.2,10917,22.4,75,98.5,80.1,9.7,1,1641,61.3,43,Low
2022,7,Maseru,Sekhutlong,community,lowland,FALSE,3595,9,-2.3,7.7,2.7,16,-0.27,0,203.6,711,3331.8,11897,23.4,83,90.6,86.9,9.7,1,1641,61.3,50.8,Medium
2022,7,Maseru,Ha Thetsane,community,lowland,FALSE,3627,8.5,-4.9,5.1,0.1,17,-1.24,0,164.8,622,2086.8,7726,12.7,41,100,77.7,9.7,1,1641,61.3,45.4,Medium
2022,7,Maseru,Phelindaba,community,lowland,FALSE,3300,10.5,-2.9,7.1,2.1,19,-0.3,0,202.8,696,3624.3,12118,10.4,32,88.5,71.9,9.7,1,1641,61.3,51.1,Medium
2022,7,Maseru,Lithoteng,community,lowland,FALSE,3566,8.8,-2.7,7.3,2.3,20,0.1,0,201.3,750,3098.5,11057,19.7,81,74.7,76.6,9.7,1,1641,61.3,51.9,Medium
2022,7,Maseru,Ha Matala,community,lowland,FALSE,3703,7.6,-2.8,7.2,2.2,20,-0.34,0,269,1048,3809.4,14080,21.3,75,87.3,60.9,9.7,1,1641,61.3,58.5,Medium
2022,7,Maseru,Likotsi,community,lowland,FALSE,3537,9.6,-3.9,6.1,1.1,20,1.3,0,157.3,582,3897.3,13773,20.6,68,100,89.2,9.7,1,1641,61.3,44.6,Low
2022,7,Maseru,Ha Abia,community,lowland,FALSE,2970,9.4,-3.8,6.2,1.2,17,-0.09,0,236.9,756,2398,7268,17.8,54,100,76.9,9.7,1,1641,61.3,53.9,Medium
2022,7,Maseru,Ha Tsolo,community,lowland,FALSE,3219,9.4,-2.2,7.8,2.8,16,-0.97,0,218.1,679,3179.1,10202,17.2,55,99,86,9.7,1,1641,61.3,51.8,Medium
2022,7,Maseru,Ha Seshote,community,lowland,FALSE,3286,7.8,-2.3,7.7,2.7,17,0.69,0,194.3,622,1822.4,6044,17.3,54,89.2,63.9,9.7,1,1641,61.3,49.7,Medium
2022,7,Maseru,Koalabata,community,lowland,FALSE,3228,10.7,-2.6,7.4,2.4,17,0.94,0,191.9,626,3044.6,9835,18.2,58,97.3,67,9.7,1,1641,61.3,49.1,Medium
2022,7,Mohale's Hoek,Mohale's Hoek Town,community,lowland,FALSE,2130,14.2,-0.1,9.9,4.9,15,0.42,0,127.8,283,1364.9,2955,27,57,79.7,70.9,20.2,0.9,1713,30.2,43.6,Low
2022,7,Mohale's Hoek,Qhalasi,community,lowland,FALSE,2402,15.8,0.8,10.8,5.8,12,2.58,0,146.8,357,1412.3,3455,32.8,82,75.8,39.6,20.2,0.9,1713,30.2,46.4,Medium
2022,7,Mohale's Hoek,Mpiti,community,lowland,FALSE,2077,14,-0.2,9.8,4.8,14,0.68,0,169.5,374,1439.9,3094,24,55,90.5,64,20.2,0.9,1713,30.2,47.5,Medium
2022,7,Mohale's Hoek,Likila,community,lowland,FALSE,2107,13,0.3,10.3,5.3,12,0.23,0,118.8,243,1084.5,2302,28.7,48,87.6,49.6,20.2,0.9,1713,30.2,41.7,Low
2022,7,Mohale's Hoek,Ha Sofonia,community,lowland,FALSE,2523,15.1,0.7,10.7,5.7,16,-0.3,0,123,302,1022.1,2551,24.3,58,86.6,51.3,20.2,0.9,1713,30.2,42.6,Low
2022,7,Mohale's Hoek,Mphaki,community,lowland,FALSE,2263,12.6,1.2,11.2,6.2,13,1.6,0,111.4,269,968,2261,24.8,59,91.1,70,20.2,0.9,1713,30.2,40.5,Low
2022,7,Mohale's Hoek,Ketane,community,lowland,FALSE,2593,14.7,1.5,11.5,6.5,14,4.88,0,116.6,332,1145.6,3004,33,93,100,53.5,20.2,0.9,1713,30.2,40.6,Low
2022,7,Mohale's Hoek,Phamong,community,lowland,FALSE,2217,12.7,1,11,6,16,1.34,0,133.6,290,1478.6,3220,33.9,81,78.8,66,20.2,0.9,1713,30.2,44.2,Low
2022,7,Mohale's Hoek,Tosing,community,lowland,FALSE,1908,11.4,1.3,11.3,6.3,15,0.94,0,116.5,205,1748,3434,26.6,46,96.5,50.3,20.2,0.9,1713,30.2,40.4,Low
2022,7,Mohale's Hoek,Ha Ntsie,community,lowland,FALSE,2384,14.3,3.2,13.2,8.2,14,0.23,0,141.8,332,1176,2910,27.2,72,91.3,53.4,20.2,0.9,1713,30.2,44.2,Low
2022,7,Mohale's Hoek,Ha Ramarothole,community,lowland,FALSE,2059,13.4,0.7,10.7,5.7,15,3.15,0,104.9,208,1123.2,2306,30.8,65,91.7,59.8,20.2,0.9,1713,30.2,39.8,Low
2022,7,Mokhotlong,Mokhotlong Town,community,highland,TRUE,2144,11.2,-4.8,5.2,0.2,31,-0.07,1,99.7,212,3336.4,7033,27,63,73.4,69,16.9,1.6,2348,16.8,44,Low
2022,7,Mokhotlong,Sanquebethu,community,highland,TRUE,2372,13.6,-4,6,1,33,0.34,1,158.5,395,2623.1,6214,28.5,70,98.4,50.6,16.9,1.6,2348,16.8,48.8,Medium
2022,7,Mokhotlong,Mapholaneng,community,highland,TRUE,2139,9.8,-6.6,3.4,-1.6,33,-1.61,1,130.2,274,1905.6,4006,25.1,47,72.1,53.2,16.9,1.6,2348,16.8,47.8,Medium
2022,7,Mokhotlong,Sani Top,community,highland,TRUE,2077,12.5,-3.3,6.7,1.7,33,1.61,1,134.7,274,1981,4022,20.3,40,93,59.8,16.9,1.6,2348,16.8,46.2,Medium
2022,7,Mokhotlong,Tlhanyaku,community,highland,TRUE,2190,11.4,-3.6,6.4,1.4,30,-0.32,1,130.9,288,3245.3,7051,18,41,77.8,71.5,16.9,1.6,2348,16.8,47,Medium
2022,7,Mokhotlong,Linakaneng,community,highland,TRUE,2654,11.5,-5.6,4.4,-0.6,29,-0.87,1,99.8,269,2840.6,7422,17.1,49,85.9,61.2,16.9,1.6,2348,16.8,43,Low
2022,7,Mokhotlong,Seforong,community,highland,TRUE,2243,11.1,-4.1,5.9,0.9,30,0.19,1,103.7,264,2032.8,4641,23.5,63,68,41,16.9,1.6,2348,16.8,44.8,Low
2022,7,Mokhotlong,Malingoaneng,community,highland,TRUE,2189,12.6,-5.1,4.9,-0.1,31,-0.54,1,85.3,211,2178.3,4770,26.6,52,95.3,68,16.9,1.6,2348,16.8,40.6,Low
2022,7,Mokhotlong,Molikaliko,community,highland,TRUE,2419,10.2,-6.1,3.9,-1.1,30,-1.09,1,152.6,365,2523,5974,22.1,56,98,56.6,16.9,1.6,2348,16.8,48.1,Medium
2022,7,Qacha's Nek,Qacha's Nek Town,community,highland,TRUE,2120,11.7,-5.7,4.3,-0.7,40,-1.24,1,120.9,244,2367.6,4987,36.1,85,85.6,50.5,20.7,0,1976,28.7,45.6,Medium
2022,7,Qacha's Nek,Sehlabathebe,community,highland,TRUE,2246,13.2,-6,4,-1,40,-0.06,1,109,243,3665.6,8104,29,58,83.8,38.4,20.7,0,1976,28.7,44.6,Low
2022,7,Qacha's Nek,Letšeng,community,highland,TRUE,2206,11.8,-6.2,3.8,-1.2,37,1.12,1,114,271,2883.8,6442,55.8,126,99.8,54.2,20.7,0,1976,28.7,43.6,Low
2022,7,Qacha's Nek,Thaba-Tseka,community,highland,TRUE,2301,12,-5.9,4.1,-0.9,39,0.17,1,129.6,298,3920.8,9159,44.8,122,84.8,33.5,20.7,0,1976,28.7,46.7,Medium
